"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO";"SITUACAO"
"LUIZ ROBERTO COPATI";"SAO PAULO";"DEPUTADO FEDERAL";"5458";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"LUIZ ROBERTO DA SILVA";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"1210";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"LUIZ ROBERTO DE ALBUQUERQUE";"RIO GRANDE DO SUL";"SENADOR";"400";"PARTIDO SOCIALISTA BRASILEIRO";"1";"NAO ELEITO"
"LUIZ ROBERTO NUNES PADILLA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"90008";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"NAO ELEITO"
"LUIZ ROBERTO PAREDES BARROSO";"RORAIMA";"DEPUTADO FEDERAL";"9000";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"NAO ELEITO"
"LUIZ ROCHA NETO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"65556";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"LUIZ RODRIGUES DOS SANTOS";"RORAIMA";"DEPUTADO FEDERAL";"6560";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"LUIZ ROGERIO BASTOS LEAL";"BAHIA";"DEPUTADO FEDERAL";"4560";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"LUIZ ROGERIO RAMOS CASAES";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11007";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"LUIZ ROMEIRO PIVA";"PARANA";"GOVERNADOR";"50";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"LUIZ ROMERO CAVALCANTE FARIAS";"ALAGOAS";"1º SUPLENTE";"222";"PARTIDO DA REPUBLICA";"1";"NAO ELEITO"
"LUIZ SABOIA DE OLIVEIRA";"PARA";"DEPUTADO ESTADUAL";"43223";"PARTIDO VERDE";"1";"NAO ELEITO"
"LUIZ SANTOS DOURADO";"GOIAS";"DEPUTADO ESTADUAL";"51231";"PATRIOTA";"1";"SUPLENTE"
"LUIZ SAVIO DE SOUZA CRUZ";"MINAS GERAIS";"DEPUTADO ESTADUAL";"15900";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"ELEITO POR QP"
"LUIZ SERGIO BORGES";"PARA";"DEPUTADO ESTADUAL";"31131";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"LUIZ SERGIO DE SOUZA";"SAO PAULO";"DEPUTADO FEDERAL";"2745";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"LUIZ SERGIO NOBREGA DE OLIVEIRA ";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1312";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"LUIZ SILVIO PEREIRA DANTAS";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1399";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"LUIZ TADEU CORREIA DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"1853";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"LUIZ TADEU MARTINS LEITE";"MINAS GERAIS";"DEPUTADO ESTADUAL";"15300";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"ELEITO POR QP"
"LUIZ TARCISIO MOSSATO PINTO";"PARANA";"DEPUTADO ESTADUAL";"45678";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"NAO ELEITO"
"LUIZ TEOFILO DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"4441";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"NAO ELEITO"
"LUIZ VALDIR ANDRES";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"11250";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"LUIZ VALMIR OLIVEIRA CRUZ";"CEARA";"DEPUTADO FEDERAL";"2707";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"LUIZ VANDERLEI ALEMANGER DE MACEDO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2093";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"LUIZ VICENTE DA CUNHA PIRES";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"40580";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"LUIZ VICENTE DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"12133";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"LUIZ VINICIUS DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"51037";"PATRIOTA";"1";"SUPLENTE"
"LUIZ VOLNI VARGAS";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"50190";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"LUIZ WAGNER DA SILVA";"AMAPA";"DEPUTADO ESTADUAL";"25196";"DEMOCRATAS";"1";"SUPLENTE"
"LUIZA AUGUSTA CASTRO SATHELER FURTADO";"MINAS GERAIS";"DEPUTADO FEDERAL";"5120";"PATRIOTA";"1";"SUPLENTE"
"LUIZA BARROS VIDA";"GOIAS";"DEPUTADO ESTADUAL";"11012";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"LUIZA BITTENCOURT";"SANTA CATARINA";"DEPUTADO FEDERAL";"5010";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"LUIZA CAROLINA DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"21321";"PARTIDO COMUNISTA BRASILEIRO";"1";"SUPLENTE"
"LUIZA CAROLINE DOS SANTOS BARBOSA";"BAHIA";"DEPUTADO FEDERAL";"1765";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"LUIZA CASTRO DE HOLANDA";"PIAUI";"DEPUTADO ESTADUAL";"15456";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"LUIZA DA SILVA VERAS";"CEARA";"DEPUTADO ESTADUAL";"50162";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"LUIZA DOS SANTOS DUARTE";"AMAPA";"DEPUTADO ESTADUAL";"43222";"PARTIDO VERDE";"1";"SUPLENTE"
"LUIZA EDUARDA DOS SANTOS";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"5018";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"LUIZA ERUNDINA DE SOUSA";"SAO PAULO";"DEPUTADO FEDERAL";"5021";"PARTIDO SOCIALISMO E LIBERDADE";"1";"ELEITO POR QP"
"LUIZA FRANCISCA GOMES DE MOURA";"AMAZONAS";"DEPUTADO ESTADUAL";"36999";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"LUIZA GONZAGA GOMES DE SA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"13872";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"LUIZA MARIA DE ALMEIDA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"50555";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"LUIZA MARIA FERREIRA PINTO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"14000";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"LUIZA MOURA DA SILVA ROCHA";"MARANHAO";"DEPUTADO ESTADUAL";"28800";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"LUIZA POLYDORO";"SAO PAULO";"DEPUTADO FEDERAL";"1721";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"LUIZA REGINA LIMA DOS SANTOS";"TOCANTINS";"DEPUTADO ESTADUAL";"28123";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"LUIZA ROSENTAL";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1100";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"LUIZETE FERREIRA DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"28510";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"LUIZIANNE DE OLIVEIRA LINS";"CEARA";"DEPUTADO FEDERAL";"1313";"PARTIDO DOS TRABALHADORES";"1";"ELEITO POR QP"
"LUIZMAR LACERDA SOARES";"GOIAS";"DEPUTADO ESTADUAL";"18123";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"LUIZMAR OLIVEIRA DAS NEVES";"RONDONIA";"DEPUTADO ESTADUAL";"36777";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"LULO DE SOUSA SENA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"70400";"AVANTE";"1";"SUPLENTE"
"LUMA ALVES GOUVEIA";"PARAIBA";"DEPUTADO ESTADUAL";"25789";"DEMOCRATAS";"1";"SUPLENTE"
"LUPERCIO ALVES BEZERRA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"17700";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"LUPICINIO DA SILVA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"45888";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"LURI SAEKI";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"3635";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"LUSIEUX FEITOSA COELHO";"PIAUI";"DEPUTADO ESTADUAL";"15789";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"LUSIMAR TORRES ARRUDA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"36190";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"LUSINEIDE APARECIDA NUNES DOS SANTOS";"TOCANTINS";"DEPUTADO ESTADUAL";"19190";"PODEMOS";"1";"SUPLENTE"
"LUZENI CARVALHO DE SOUSA";"PIAUI";"DEPUTADO FEDERAL";"2818";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"LUZENIRA LINHARES ALVES";"PARAIBA";"DEPUTADO ESTADUAL";"13110";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"LUZIA ALVES TOLEDO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"15500";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"LUZIA AQUINO";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"31123";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"LUZIA BRAMBATI MAIOLI";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"19100";"PODEMOS";"1";"SUPLENTE"
"LUZIA CRISTINA DE OLIVEIRA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"20421";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"LUZIA CRISTINA SILVA DE CARVALHO";"ALAGOAS";"DEPUTADO ESTADUAL";"25888";"DEMOCRATAS";"1";"SUPLENTE"
"LUZIA DE FATIMA NORILER";"PARANA";"1º SUPLENTE";"277";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"LUZIA DE LIMA ARAUJO";"PARAIBA";"DEPUTADO ESTADUAL";"43222";"PARTIDO VERDE";"1";"SUPLENTE"
"LUZIA DE LOURDES MOREIRA DE PAULA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"40456";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"LUZIA JOSE DOS SANTOS VECCHIATTI";"SAO PAULO";"DEPUTADO ESTADUAL";"13500";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"LUZIA MARIA DE JESUS";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"15020";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"LUZIA MOREIRA LEITE";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"18345";"REDE SUSTENTABILIDADE";"1";"SUPLENTE"
"LUZIA NEVES CUNHA";"SERGIPE";"1º SUPLENTE";"200";"PARTIDO POPULAR SOCIALISTA";"1";"NAO ELEITO"
"LUZIA SEFORA DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"2242";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"LUZIA URBANO KAPP";"PARANA";"DEPUTADO ESTADUAL";"15679";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"LUZIANE DIAS SIMAO";"SAO PAULO";"DEPUTADO ESTADUAL";"50848";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"LUZIANE FLAUZINO DA SILVA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"17555";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"LUZIANY SPERANDIO ROSSONI";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"45400";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"LUZIENE VOGADO RIBEIRO";"PIAUI";"DEPUTADO ESTADUAL";"77234";"SOLIDARIEDADE";"1";"SUPLENTE"
"LUZIFRANCIA OLIVEIRA LIMA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"28888";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"LUZINEIDE MENEZES DO NASCIMENTO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2027";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"LUZINETE CUNHA DE ARAUJO";"BAHIA";"DEPUTADO ESTADUAL";"51177";"PATRIOTA";"1";"SUPLENTE"
"LUZINETE DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"45245";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"LUZINETE DA SILVA FELIPE DOS SANTOS";"PERNAMBUCO";"DEPUTADO ESTADUAL";"23030";"PARTIDO POPULAR SOCIALISTA";"1";"NAO ELEITO"
"LUZINETE DO CARMO GAIAO";"PARAIBA";"DEPUTADO ESTADUAL";"55789";"PARTIDO SOCIAL DEMOCRATICO";"1";"NAO ELEITO"
"LUZINETE EVANGELINA DA SILVA MENDES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"35119";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"LUZINETE MARIA DA CONCEICAO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"51004";"PATRIOTA";"1";"NAO ELEITO"
"LUZINETE ROSA DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"40163";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"LUZITANIA MARIA DE LIMA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"20613";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"LUZIVALDO DE MOURA OLIVEIRA";"ACRE";"DEPUTADO ESTADUAL";"25556";"DEMOCRATAS";"1";"SUPLENTE"
"LYNALDO DE PAULA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"1855";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"LYNCE NAVEIRA E SILVA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1293";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"LYNDON JOHNSON SOARES NOGUEIRA";"BAHIA";"DEPUTADO FEDERAL";"1778";"PARTIDO SOCIAL LIBERAL";"1";"NAO ELEITO"
"LYSSA GONCALVES COSTA";"MATO GROSSO";"DEPUTADO ESTADUAL";"40443";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"LYVIO LUCIANO CARNEIRO DE QUEIROZ";"GOIAS";"DEPUTADO ESTADUAL";"19123";"PODEMOS";"1";"SUPLENTE"
"MABEL APARECIDA BONFIM";"GOIAS";"DEPUTADO ESTADUAL";"12120";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"MABEL CARNEIRO DA SILVA";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"7789";"SOLIDARIEDADE";"1";"SUPLENTE"
"MABEL CORA CANTO";"PARANA";"DEPUTADO ESTADUAL";"20100";"PARTIDO SOCIAL CRISTAO";"1";"ELEITO POR MEDIA"
"MABEL CRISTINA MARQUES ZIEGLER";"SANTA CATARINA";"DEPUTADO FEDERAL";"1000";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"MABEL IRIS DA SILVA";"PERNAMBUCO";"DEPUTADO FEDERAL";"5433";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"MACAE MARIA EVARISTO DOS SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"13130";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"MACIA VIRGINIA DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"28250";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"MACICLEIA BRITO FERREIRA";"ACRE";"DEPUTADO ESTADUAL";"27966";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"MACILEI MACIEL";"RIO GRANDE DO NORTE";"DEPUTADO FEDERAL";"5112";"PATRIOTA";"1";"NAO ELEITO"
"MACILIO NUNES DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"10962";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"MACKSON DA SILVA VIANNA";"MATO GROSSO DO SUL";"2º SUPLENTE";"200";"PARTIDO SOCIAL CRISTAO";"1";"NAO ELEITO"
"MADA CECILIA MAIA CALADO PEREIRA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"13311";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"MADALENA LEITE";"SAO PAULO";"DEPUTADO ESTADUAL";"19180";"PODEMOS";"1";"SUPLENTE"
"MADALENA PEREIRA DA SILVA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"12333";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"MADALENA SILVA SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"50234";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"MADSON MILLOR LIMA RODRIGUES";"AMAPA";"DEPUTADO ESTADUAL";"40369";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"MAGALI AUXILIADORA CAMPOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"20530";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"MAGALI MOREIRA COELHO";"PARAIBA";"DEPUTADO ESTADUAL";"15188";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"MAGALI SILVA DE VARGAS";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"20408";"PARTIDO SOCIAL CRISTAO";"1";"NAO ELEITO"
"MAGALI TEREZINHA LIMA RODRIGUES";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"17190";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"MAGALY ANDREA ALEXANDRE DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"65100";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"MAGDA FERNANDA DE MORAIS";"PARANA";"DEPUTADO FEDERAL";"5563";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"MAGDA HORST";"SANTA CATARINA";"DEPUTADO ESTADUAL";"51115";"PATRIOTA";"1";"NAO ELEITO"
"MAGDA LEITE DE ALBUQUERQUE";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"11001";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"MAGDA LEONEL CARDOSO";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"2888";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"MAGDA LUCIA VIANA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"31288";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"MAGDA MARIA BORGES";"GOIAS";"SENADOR";"210";"PARTIDO COMUNISTA BRASILEIRO";"1";"NAO ELEITO"
"MAGDA MOFATTO HON";"GOIAS";"DEPUTADO FEDERAL";"2222";"PARTIDO DA REPUBLICA";"1";"ELEITO POR QP"
"MAGDA REGINA DORR";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"1592";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"MAGNA APARECIDA DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7092";"AVANTE";"1";"SUPLENTE"
"MAGNA SOUZA ARAUJO DA SILVA ";"SAO PAULO";"DEPUTADO ESTADUAL";"36003";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"MAGNELSON FERREIRA DE SOUZA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5515";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"MAGNO DA CONCEICAO ROSA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2232";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"MAGNO DA COSTA BARBOSA";"AMAPA";"DEPUTADO ESTADUAL";"44580";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"MAGNO DE OLIVEIRA DANTE";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"14800";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"MAGNO DOS SANTOS NEVES";"ALAGOAS";"DEPUTADO ESTADUAL";"43000";"PARTIDO VERDE";"1";"SUPLENTE"
"MAGNO FELZEMBURGH";"BAHIA";"DEPUTADO ESTADUAL";"17133";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"MAGNO MARCIEL RAMOS BARBOSA";"GOIAS";"DEPUTADO FEDERAL";"7077";"AVANTE";"1";"NAO ELEITO"
"MAGNO OLIVEIRA ROCHA";"BAHIA";"DEPUTADO FEDERAL";"5052";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"MAGNO PEREIRA MALTA";"ESPIRITO SANTO";"SENADOR";"222";"PARTIDO DA REPUBLICA";"1";"NAO ELEITO"
"MAGNO PREMOLI DA SILVA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"90902";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"MAGNO ZANELLATO";"PARANA";"DEPUTADO ESTADUAL";"12000";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"MAGNOLIA DE SOUSA MONTEIRO ROCHA";"RORAIMA";"DEPUTADO ESTADUAL";"10010";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"MAGNOLIA RODRIGUES DE SOUZA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77797";"SOLIDARIEDADE";"1";"SUPLENTE"
"MAGNOLIA SOUZA DE SANTANA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"17800";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"MAGNOVALDO PAULO DO NASCIMENTO";"SAO PAULO";"DEPUTADO FEDERAL";"7702";"SOLIDARIEDADE";"1";"SUPLENTE"
"MAGNUM CABRAL DE AQUINO";"AMAZONAS";"DEPUTADO ESTADUAL";"15258";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"MAGNUM ESCORZA SODRE";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90347";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"MAHAYANA TACCARI";"SAO PAULO";"DEPUTADO ESTADUAL";"12424";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"MAICON CARVALHO COSTA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"2756";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"MAICON DA SILVA RIBEIRO";"AMAPA";"DEPUTADO ESTADUAL";"77456";"SOLIDARIEDADE";"1";"SUPLENTE"
"MAICON DOUGLAS DA SILVA";"GOIAS";"DEPUTADO ESTADUAL";"65111";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"MAICON JAISON DOS SANTOS";"SANTA CATARINA";"DEPUTADO ESTADUAL";"44321";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"MAICON LOPES DA SILVA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"5411";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"MAIK DA SILVA ARAUJO";"ACRE";"DEPUTADO ESTADUAL";"18181";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"MAIKON DA COSTA";"SANTA CATARINA";"DEPUTADO FEDERAL";"4533";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"MAILINE NASCIMENTO DA SILVA";"CEARA";"DEPUTADO FEDERAL";"1702";"PARTIDO SOCIAL LIBERAL";"1";"NAO ELEITO"
"MAILSON GOMES DE MACEDO";"AMAZONAS";"DEPUTADO FEDERAL";"1800";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"MAILTON DE SOUSA ALVES";"BAHIA";"DEPUTADO ESTADUAL";"20333";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"MAIRA DOS SANTOS CARLOS";"MINAS GERAIS";"DEPUTADO FEDERAL";"1520";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"MAIRA FABRICIA PINTO";"SAO PAULO";"DEPUTADO FEDERAL";"1097";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"MAIRA MACHADO RODRIGUES";"SAO PAULO";"DEPUTADO ESTADUAL";"50222";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"MAIRLA RANIELLY GOMES LEITE";"PARAIBA";"DEPUTADO ESTADUAL";"33222";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"SUPLENTE"
"MAISA CARMAGNANI MESSIAS";"SAO PAULO";"DEPUTADO ESTADUAL";"12066";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"MAISA CRUZ MITIDIERI";"SERGIPE";"DEPUTADO ESTADUAL";"55555";"PARTIDO SOCIAL DEMOCRATICO";"1";"ELEITO POR QP"
"MAISA MENDES DE OLIVEIRA BARROS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"20920";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"MAKLANDEL AQUINO MATOS";"PIAUI";"DEPUTADO FEDERAL";"5005";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"MALAQUIAS ARAUJO MELO";"SAO PAULO";"DEPUTADO ESTADUAL";"51013";"PATRIOTA";"1";"SUPLENTE"
"MALBA CRISTINA BELARMINO DOS SANTOS";"PARAIBA";"DEPUTADO ESTADUAL";"15321";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"MALRINETE DOS SANTOS MATOS";"MARANHAO";"DEPUTADO ESTADUAL";"15444";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
